,image_id,question,question_id,answer
610,314757,Who is sleeping on the couch?,314757000,2 people
611,9426,Is the airplane flying?,9426001,yes
612,190041,Is the man dancing?,190041001,no
613,96654,What are the animals next to?,96654001,stream
614,260486,Is there a plant on the desk?,260486002,no
615,23575,What is in the yellow bin?,23575019,glasses
616,203081,Can you find this image on another website?,203081000,yes
617,457436,Are the people going to the North Pole?,457436006,yes
618,519446,Is there a human hand in this photo?,519446000,no
619,323847,Is the water calm?,323847002,no
620,444324,What kind of pants is the man wearing?,444324008,jeans
621,77997,How does the third photo differ from the first one?,77997000,no tie
622,133827,What era was this picture taken in?,133827000,current
623,91751,What game is being played?,91751000,soccer
624,407386,How many animals do you see?,407386004,1
625,106794,What color is the horse harness?,106794008,black
626,277080,What color is her hair?,277080001,blonde
627,422432,Does that truck look full?,422432006,no
628,405569,What is the food on?,405569002,plate
629,311964,Is the device a new one?,311964002,no
630,537589,What kind of vehicle is this?,537589002,train
631,290979,How many Frisbee do you see?,290979011,1
632,561679,"Of the writing on the structure in the foreground, what word would be considered vandalism?",561679002,molly
633,554340,Has the donut been eaten?,554340001,yes
634,106272,What's in the bottle?,106272035,sauce
635,304305,Are the elephants in the wild?,304305000,no
636,116556,What kind of space is this?,116556003,office
637,247624,Does the top come off?,247624001,yes
638,457449,What are the brightly colored objects on the desk behind the man?,457449001,computer
639,381832,Is the street lamp lite?,381832000,yes
640,340841,What almost empty condiment bottle is in between the cat and man?,340841000,ketchup
641,415530,Has it rained recently?,415530000,no
642,39068,What is the color of the sky?,39068002,white
643,549649,What is the cat lying on?,549649002,table
644,240739,What is the man hitting?,240739001,ball
645,581022,What color is the sofa?,581022002,beige
646,547341,Is it daytime?,547341001,yes
647,359843,Is this hydrant the typical color?,359843004,yes
648,175469,Why is the boat so big?,175469007,to carry many people
649,181030,Where is the fork?,181030004,in middle of tray
650,35076,How many languages are on the sign?,35076001,2
651,438220,What color are the train doors?,438220002,red
652,369379,Is fruit ripe to eat?,369379002,yes
653,341017,What is the black man doing with the animals?,341017002,tying them
654,437789,What fruit is on the left edge?,437789007,apple
655,221536,Is this a functioning bathroom?,221536002,no
656,11699,Is the girl sitting down?,11699003,no
657,91833,How many men are shown?,91833002,2
658,456558,Is the man smiling?,456558009,yes
659,142919,What is one of the toppings on the pizza?,142919005,cheese
660,141247,What do the two items have in common they use?,141247003,water
661,163436,Could a person surf in the water?,163436006,yes
662,326702,What color are the man's pants?,326702002,black
663,424812,Can you tell if it is morning or evening?,424812010,evening
664,266487,What is the bottom number?,266487001,6
665,427820,How many boys are there?,427820003,42
666,109873,How many giraffes are there?,109873002,1
667,376990,Does that hot dog look good enough to eat?,376990004,yes
668,237723,Is this bathroom clean?,237723003,no
669,344702,How many animals are shown?,344702007,2
670,180510,Are the trains are in a brand new condition?,180510019,yes
671,340778,Are these police on the way to arrest someone?,340778010,no
672,64146,Is this banana head?,64146002,yes
673,410278,What is at the base of the vase?,410278001,limes
674,90239,Do they have a modern TV?,90239003,no
675,459034,Is this man dressed for a formal occasion?,459034000,no
676,354229,Is there a diamond shape centered below the windshield?,354229002,yes
677,150265,What is the purpose of the yellow hydrant?,150265001,water
678,505014,What kind of earring is the woman wearing?,505014002,pearl
679,502141,What color is the umbrella?,502141006,rainbow
680,500902,Where in the world is this elephant?,500902007,africa
681,544825,Where is the flag?,544825001,on boat
682,190081,Is anything disproportional in this photo?,190081001,yes
683,364243,Is this a specialty store?,364243002,no
684,272673,Is there a couch in this picture?,272673000,no
685,455395,Where is the meat?,455395002,nowhere
686,293315,Is it sunny?,293315001,yes
687,356280,Are there soda drinks on the tables?,356280001,yes
688,482917,Where is the dog in relation to the person?,482917003,between legs
689,171932,Is this area near the port?,171932008,yes
690,318388,Are the trees beyond the fence deciduous?,318388005,yes
691,304341,What time does the clock say?,304341023,8:05
692,536879,What animal is on a sticker?,536879000,squirrel
693,146767,What breed is the cat?,146767002,siamese
694,377911,What is the color of the grass?,377911001,brown
695,417455,What color is the chair?,417455001,blue
696,413432,Is the man talking to someone?,413432000,no
697,91667,How many planes are there?,91667000,2
698,534035,What number is on the bottom right?,534035002,88
699,127910,How many pieces of cake are in the picture?,127910001,2
700,467966,Is this photo in color?,467966005,yes
701,514483,Are the boys professional players?,514483001,no
702,453302,What Disney character is on the refrigerator?,453302003,none
703,427001,Where is the train?,427001002,station
704,424220,What is the cat standing under?,424220000,umbrella
705,254917,What colors are the first building?,254917002,white and blue
706,173797,Was it taken in a city?,173797004,yes
707,512989,Does this pizza look uncooked?,512989001,yes
708,383921,Is this animal in its natural habitat?,383921006,yes
709,119965,What is the black object on the table?,119965001,sewing machine
710,518605,Are there adult zebras?,518605007,yes
711,510395,How many bulls do you see?,510395010,2
712,388481,What color is the keyboard?,388481008,black
713,156045,What color is this man's pants?,156045005,white
714,116068,Is the water calm?,116068011,yes
715,363126,Is this skier in a competition?,363126011,no
716,447233,Does this look delicious?,447233009,yes
717,495980,How many feet are in the photo?,495980003,12
718,463013,Where are the patrons?,463013001,in stands
719,210804,Where is this place?,210804001,city
720,365655,What is the truck advertising?,365655002,canada
721,369370,Are there vegetables on the sandwich?,369370001,yes
722,64842,Is the woman smiling?,64842002,no
723,32625,Is there knives in the picture?,32625007,no
724,305268,How many tennis balls can you see?,305268000,2
725,452727,Does the China in the hutch match?,452727001,yes
726,66635,Is the monitor on or off?,66635007,off
727,495054,How many planes are there?,495054011,1
728,510527,Is this man dressed casually?,510527000,no
729,234733,Is the toilet on a patio?,234733000,yes
730,136458,What is the person doing with the laptop?,136458001,nothing
731,250167,Is this a full bodysuit?,250167007,no
732,237626,How many people could fit on this motorcycle?,237626007,2
733,409181,Is this a winter scene?,409181001,no
734,575198,Does the plane have four engines?,575198003,no
735,489023,Is his Jersey orange?,489023002,yes
736,476279,What color is the train?,476279002,yellow and gray
737,161603,What kind of the animal?,161603001,cow
738,265372,Does the boat have a name?,265372017,no
739,407717,Would a vegetarian eat this food?,407717002,yes
740,549448,What color is this bus?,549448001,blue
741,187285,Is the man's feet planted to the board?,187285006,no
742,183348,How many parking meters?,183348002,1
743,318022,Where are the tiles?,318022001,wall
744,1667,What is the child holding?,1667000,fork
745,161195,What kind of plant is in the background?,161195002,tree
746,400,Who is on the boat?,400002,dog
747,79362,Is it daytime?,79362004,yes
748,269395,What kind of person (profession) would you call to fix this?,269395002,chef
749,198782,Does the man have curly hair?,198782003,yes
750,104345,What is white in sky?,104345000,sun
751,189226,What color is the top of the hydrant?,189226000,gray
752,266070,Is it windy in this scene?,266070002,no
753,341164,How many stripes on the road?,341164001,7
754,151911,Is the table set for a special occasion?,151911005,no
755,327857,What is shown on the right side of the photo?,327857000,airplane wing
756,410641,Is this a chocolate cake?,410641002,yes
757,210439,Does this man have a shirt on?,210439005,yes
758,570756,Are they in the city?,570756003,no
759,278462,What color is the water?,278462002,blue
760,18824,Is this Russia?,18824000,no
761,60093,Where is this picture taken?,60093006,street
762,381430,What is the sport?,381430000,soccer
763,442726,Does this appear to be an organized event?,442726000,yes
764,473055,Is there a shelf over the sink?,473055003,yes
765,492075,What types of food are made from these animals?,492075003,none
766,253819,Are the trees barren of leaves?,253819001,yes
767,543025,What instrument is this guy playing?,543025001,cello
768,84533,How many more people can ride on the vehicle?,84533026,1
769,121570,What's on the front of the boat?,121570000,nothing
770,179430,What is the name of the Avenue?,179430000,rainier
771,434263,How many sheep are surrounding the hay?,434263011,3
772,572388,What is licking the donut?,572388002,cat
773,102805,What is casual about what this man is wearing?,102805000,hat
774,409627,What is the boy eating?,409627001,hot dog
775,389197,Where is the boy surfing?,389197001,water park
776,76211,Is it A.M.?,76211009,no
777,283438,Do you usually see a TV in this room?,283438000,no
778,143901,What color are the rails to the stairs?,143901006,brown
779,177213,What color is the tablecloth?,177213008,white
780,293315,Are the people sitting on a mountain?,293315000,yes
781,11364,How many pebbles are in the road?,11364006,thousands
782,466575,The suitcase is two shades of what color?,466575003,brown
783,234147,What color are the carrots?,234147000,orange
784,382625,Is there a bicycle?,382625005,no
785,575916,Are those apples edible?,575916016,yes
786,47137,Is the t.v. on?,47137000,yes
787,130909,What color are the cabinets?,130909000,green
788,192992,What is holding at her mouth?,192992016,toothbrush
789,457348,What color is the car on the right?,457348000,black
